../../data/training/viola_training/positives_augm1/thatch/square/equalized/a1223233011110312212_40_flip2.jpg	1	0 0 29 26
../../data/training/viola_training/positives_augm1/thatch/square/equalized/0021_34_flip3.jpg	1	0 0 38 38
../../data/training/viola_training/positives_augm1/thatch/square/equalized/a1223233011110330201_11_flip2.jpg	1	0 0 35 33
../../data/training/viola_training/positives_augm1/thatch/square/equalized/0020_73_flip2.jpg	1	0 0 42 42
../../data/training/viola_training/positives_augm1/thatch/square/equalized/0009_8_flip1.jpg	1	0 0 38 38
../../data/training/viola_training/positives_augm1/thatch/square/equalized/0005_22_flip1.jpg	1	0 0 36 36
../../data/training/viola_training/positives_augm1/thatch/square/equalized/a1223233011110312201_14_flip1.jpg	1	0 0 26 24
../../data/training/viola_training/positives_augm1/thatch/square/equalized/0006_7_flip1.jpg	1	0 0 30 30
../../data/training/viola_training/positives_augm1/thatch/square/equalized/a1223233011110330103_1_flip3.jpg	1	0 0 28 27
../../data/training/viola_training/positives_augm1/thatch/square/equalized/a1223233003001203101_2_flip3.jpg	1	0 0 32 31
../../data/training/viola_training/positives_augm1/thatch/square/equalized/a1223233011110330200_13_flip1.jpg	1	0 0 15 12
../../data/training/viola_training/positives_augm1/thatch/square/equalized/a1223233011110303310_11_flip1.jpg	1	0 0 21 21
../../data/training/viola_training/positives_augm1/thatch/square/equalized/a1223233011110312122_16_flip1.jpg	1	0 0 25 24
../../data/training/viola_training/positives_augm1/thatch/square/equalized/a1223233011110312223_9_flip2.jpg	1	0 0 24 23
../../data/training/viola_training/positives_augm1/thatch/square/equalized/a1223233011110321312_1_flip3.jpg	1	0 0 39 36
../../data/training/viola_training/positives_augm1/thatch/square/equalized/a1223233011110312122_7_flip2.jpg	1	0 0 37 33
../../data/training/viola_training/positives_augm1/thatch/square/equalized/a1223233011110312223_16_flip1.jpg	1	0 0 24 23
../../data/training/viola_training/positives_augm1/thatch/square/equalized/a1223233011110312030_14_flip1.jpg	1	0 0 26 22
../../data/training/viola_training/positives_augm1/thatch/square/equalized/a1223233011110312203_17_flip1.jpg	1	0 0 30 28
../../data/training/viola_training/positives_augm1/thatch/square/equalized/a1223233011110303310_12_flip1.jpg	1	0 0 24 23
../../data/training/viola_training/positives_augm1/thatch/square/equalized/a1223233011110303333_42_flip1.jpg	1	0 0 25 20
../../data/training/viola_training/positives_augm1/thatch/square/equalized/a1223233011110330201_2_flip1.jpg	1	0 0 33 27
../../data/training/viola_training/positives_augm1/thatch/square/equalized/0027_31_flip1.jpg	1	0 0 32 32
../../data/training/viola_training/positives_augm1/thatch/square/equalized/0020_35_flip3.jpg	1	0 0 34 34
../../data/training/viola_training/positives_augm1/thatch/square/equalized/a1223233011110312212_45_flip3.jpg	1	0 0 41 40
../../data/training/viola_training/positives_augm1/thatch/square/equalized/a1223233011110312330_12_flip2.jpg	1	0 0 32 31
../../data/training/viola_training/positives_augm1/thatch/square/equalized/a1223233011110312331_6_flip2.jpg	1	0 0 22 21
../../data/training/viola_training/positives_augm1/thatch/square/equalized/a1223233011110312022_15_flip3.jpg	1	0 0 37 37
../../data/training/viola_training/positives_augm1/thatch/square/equalized/a1223233011110330102_7_flip1.jpg	1	0 0 38 36
../../data/training/viola_training/positives_augm1/thatch/square/equalized/0019_26_flip2.jpg	1	0 0 44 44
../../data/training/viola_training/positives_augm1/thatch/square/equalized/0019_31_flip3.jpg	1	0 0 38 38
../../data/training/viola_training/positives_augm1/thatch/square/equalized/a1223233011110312201_11_flip2.jpg	1	0 0 35 35
../../data/training/viola_training/positives_augm1/thatch/square/equalized/a1223233011110330101_2_flip2.jpg	1	0 0 33 33
../../data/training/viola_training/positives_augm1/thatch/square/equalized/a1223233011110312212_31_flip3.jpg	1	0 0 40 39
../../data/training/viola_training/positives_augm1/thatch/square/equalized/a1223233011110312030_2_flip2.jpg	1	0 0 20 20
../../data/training/viola_training/positives_augm1/thatch/square/equalized/0021_46_flip1.jpg	1	0 0 34 34
../../data/training/viola_training/positives_augm1/thatch/square/equalized/a1223233011110312023_18_flip2.jpg	1	0 0 22 17
../../data/training/viola_training/positives_augm1/thatch/square/equalized/a1223233011110330201_11_flip1.jpg	1	0 0 27 25
../../data/training/viola_training/positives_augm1/thatch/square/equalized/a1223233011110312330_2_flip2.jpg	1	0 0 25 25
../../data/training/viola_training/positives_augm1/thatch/square/equalized/0005_7_flip2.jpg	1	0 0 32 32
../../data/training/viola_training/positives_augm1/thatch/square/equalized/a1223233011110330032_17_flip1.jpg	1	0 0 29 26
../../data/training/viola_training/positives_augm1/thatch/square/equalized/0015_15_flip1.jpg	1	0 0 36 36
../../data/training/viola_training/positives_augm1/thatch/square/equalized/a1223233011110312022_19_flip3.jpg	1	0 0 26 25
../../data/training/viola_training/positives_augm1/thatch/square/equalized/0015_9_flip2.jpg	1	0 0 38 38
../../data/training/viola_training/positives_augm1/thatch/square/equalized/a1223233011110313032_1_flip2.jpg	1	0 0 23 21
../../data/training/viola_training/positives_augm1/thatch/square/equalized/a1223233011110312022_29_flip1.jpg	1	0 0 16 15
../../data/training/viola_training/positives_augm1/thatch/square/equalized/0019_30_flip2.jpg	1	0 0 32 32
../../data/training/viola_training/positives_augm1/thatch/square/equalized/0003_13_flip1.jpg	1	0 0 30 30
../../data/training/viola_training/positives_augm1/thatch/square/equalized/a1223233011110312331_9_flip3.jpg	1	0 0 26 24
